firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source
MI403632,Plunkett Cooney - Alcona Office,Springfield,Alcona,MI,Multi-specialty,1960,41,(933)-621-3192,legal367.com,Michigan State Bar - dir.michbar.org
MI263088,Smith & Associates,Springfield,Alcona,MI,Litigation,2017,37,(922)-493-7120,firm383.com,Michigan State Bar - dir.michbar.org
MI527984,Williams & Associates,Springfield,Alcona,MI,Litigation,2007,9,(253)-792-1619,firm515.com,Michigan State Bar - dir.michbar.org
MI313352,Associates,Springfield,Alger,MI,Family,1979,14,(761)-554-3905,firm301.com,Michigan State Bar - dir.michbar.org
MI913213,Brown & Associates,Springfield,Alger,MI,Real Estate,1969,28,(528)-619-1141,firm631.com,Michigan State Bar - dir.michbar.org
MI381375,Counsel,Springfield,Alger,MI,Multi-specialty,1958,6,(729)-367-5321,legal281.com,Michigan State Bar - dir.michbar.org
MI508823,Dzurus PC - Alger Office,Springfield,Alger,MI,Litigation,1997,11,(428)-799-2712,legal191.com,Michigan State Bar - dir.michbar.org
MI691312,Garan Lucow Miller - Alger Office,Springfield,Alger,MI,Civil,1977,13,(523)-269-2976,law154.com,Michigan State Bar - dir.michbar.org
MI201421,Garcia & Associates,Springfield,Alger,MI,General,1955,37,(268)-765-1980,firm53.com,Michigan State Bar - dir.michbar.org
MI127529,Johnson & Associates,Springfield,Alger,MI,Family,2001,43,(912)-619-3360,legal792.com,Michigan State Bar - dir.michbar.org
MI643770,Law Firm,Springfield,Alger,MI,Civil,2013,3,(399)-496-7218,legal949.com,Michigan State Bar - dir.michbar.org
MI299871,Legal Group,Springfield,Alger,MI,Litigation,2006,40,(793)-316-7064,legal333.com,Michigan State Bar - dir.michbar.org
MI687737,Miller & Associates,Springfield,Alger,MI,Real Estate,1998,41,(513)-835-2657,firm974.com,Michigan State Bar - dir.michbar.org
MI571787,Miller Johnson - Alger Office,Springfield,Alger,MI,Civil,1986,30,(538)-753-3976,law334.com,Michigan State Bar - dir.michbar.org
MI579824,Partners,Springfield,Alger,MI,Real Estate,2000,44,(288)-672-4609,law623.com,Michigan State Bar - dir.michbar.org
MI256324,Rodriguez & Associates,Springfield,Alger,MI,Real Estate,1964,29,(531)-671-2393,legal683.com,Michigan State Bar - dir.michbar.org
MI104516,Williams & Associates,Springfield,Alger,MI,Real Estate,1993,25,(916)-756-6435,firm19.com,Michigan State Bar - dir.michbar.org
MI221986,Clark Hill - Allegan Office,Holland,Allegan,MI,Civil,1955,23,(812)-769-7235,law336.com,Michigan State Bar - dir.michbar.org
MI450683,Counsel,Holland,Allegan,MI,Civil,1978,29,(642)-902-2242,firm276.com,Michigan State Bar - dir.michbar.org
MI262998,Davis & Associates,Holland,Allegan,MI,Corporate,1989,48,(362)-781-6932,law831.com,Michigan State Bar - dir.michbar.org
MI747709,Dickinson Wright - Allegan Office,Holland,Allegan,MI,Civil,1964,32,(260)-587-3982,firm567.com,Michigan State Bar - dir.michbar.org
MI138851,Dykema - Allegan Office,Holland,Allegan,MI,Litigation,1961,7,(232)-247-2249,firm848.com,Michigan State Bar - dir.michbar.org
MI455817,Fraser Trebilcock - Allegan Office,Holland,Allegan,MI,Litigation,2019,6,(629)-465-1924,legal16.com,Michigan State Bar - dir.michbar.org
MI135049,Garcia & Associates,Holland,Allegan,MI,Litigation,2002,12,(525)-365-9504,law962.com,Michigan State Bar - dir.michbar.org
MI447985,"Jaffe, Raitt, Heuer & Weiss - Allegan Office",Holland,Allegan,MI,Multi-specialty,1979,14,(722)-223-3168,firm713.com,Michigan State Bar - dir.michbar.org
MI136978,Johnson & Associates,Holland,Allegan,MI,Litigation,1960,44,(883)-471-7222,legal341.com,Michigan State Bar - dir.michbar.org
MI297998,Jones & Associates,Holland,Allegan,MI,Multi-specialty,1955,45,(424)-789-4483,legal130.com,Michigan State Bar - dir.michbar.org
MI755835,Law Firm,Holland,Allegan,MI,Civil,1954,25,(973)-285-9063,legal146.com,Michigan State Bar - dir.michbar.org
MI617962,Legal Group,Holland,Allegan,MI,Litigation,1970,17,(939)-534-6631,firm755.com,Michigan State Bar - dir.michbar.org
MI294711,Miller & Associates,Holland,Allegan,MI,Multi-specialty,1975,14,(475)-555-9051,law85.com,Michigan State Bar - dir.michbar.org
MI382522,Miller Johnson - Allegan Office,Holland,Allegan,MI,Real Estate,2012,27,(506)-943-8424,law416.com,Michigan State Bar - dir.michbar.org
MI406431,"Miller, Canfield, Paddock and Stone, PLC - Allegan Office",Holland,Allegan,MI,Civil,1970,7,(663)-227-3802,firm835.com,Michigan State Bar - dir.michbar.org
MI656321,Rodriguez & Associates,Holland,Allegan,MI,Real Estate,1979,7,(869)-475-8803,firm406.com,Michigan State Bar - dir.michbar.org
MI377250,Smith & Associates,Holland,Allegan,MI,Family,2016,47,(476)-911-5854,firm679.com,Michigan State Bar - dir.michbar.org
MI504413,Breen Tomlinson Fromm - Alpena Office,Springfield,Alpena,MI,Civil,1978,40,(848)-789-4313,legal627.com,Michigan State Bar - dir.michbar.org
MI825846,Brown & Associates,Springfield,Alpena,MI,Corporate,1971,19,(372)-813-4842,legal760.com,Michigan State Bar - dir.michbar.org
MI687571,Clark Hill - Alpena Office,Springfield,Alpena,MI,Litigation,1956,38,(763)-973-4344,firm48.com,Michigan State Bar - dir.michbar.org
MI190213,Counsel,Springfield,Alpena,MI,Multi-specialty,1962,45,(724)-800-5151,firm931.com,Michigan State Bar - dir.michbar.org
MI657956,Dickinson Wright - Alpena Office,Springfield,Alpena,MI,Multi-specialty,1997,50,(777)-790-7753,law879.com,Michigan State Bar - dir.michbar.org
MI413800,Fraser Trebilcock - Alpena Office,Springfield,Alpena,MI,Family,1961,42,(872)-988-6140,legal1000.com,Michigan State Bar - dir.michbar.org
MI178615,Garan Lucow Miller - Alpena Office,Springfield,Alpena,MI,Corporate,1977,38,(761)-460-7657,legal165.com,Michigan State Bar - dir.michbar.org
MI502412,Garcia & Associates,Springfield,Alpena,MI,Multi-specialty,1958,12,(792)-494-2004,legal561.com,Michigan State Bar - dir.michbar.org
MI759241,Legal Group,Springfield,Alpena,MI,Corporate,2010,22,(717)-764-2261,law819.com,Michigan State Bar - dir.michbar.org
MI581926,Partners,Springfield,Alpena,MI,Family,1989,24,(524)-762-4472,firm688.com,Michigan State Bar - dir.michbar.org
MI114533,Rodriguez & Associates,Springfield,Alpena,MI,Multi-specialty,2016,15,(889)-921-4666,legal715.com,Michigan State Bar - dir.michbar.org
MI888007,Varnum - Alpena Office,Springfield,Alpena,MI,Litigation,1961,45,(570)-571-8243,legal917.com,Michigan State Bar - dir.michbar.org
MI859775,Williams & Associates,Springfield,Alpena,MI,Civil,1978,14,(435)-685-2755,firm954.com,Michigan State Bar - dir.michbar.org
MI239385,Breen Tomlinson Fromm - Antrim Office,Springfield,Antrim,MI,Corporate,1979,45,(386)-535-1207,legal713.com,Michigan State Bar - dir.michbar.org
MI667728,Brown & Associates,Springfield,Antrim,MI,Civil,2006,8,(634)-650-9331,firm257.com,Michigan State Bar - dir.michbar.org
MI103547,Counsel,Springfield,Antrim,MI,Civil,1987,39,(258)-264-7810,legal868.com,Michigan State Bar - dir.michbar.org
MI881016,Garan Lucow Miller - Antrim Office,Springfield,Antrim,MI,Litigation,2014,20,(912)-559-1821,legal18.com,Michigan State Bar - dir.michbar.org
MI398889,Honigman - Antrim Office,Springfield,Antrim,MI,Real Estate,2014,13,(930)-990-2346,legal758.com,Michigan State Bar - dir.michbar.org
MI131375,Law Firm,Springfield,Antrim,MI,Corporate,2011,49,(407)-863-3362,legal63.com,Michigan State Bar - dir.michbar.org
MI496263,Legal Group,Springfield,Antrim,MI,Real Estate,1963,26,(449)-578-7572,law904.com,Michigan State Bar - dir.michbar.org
MI885711,"Miller, Canfield, Paddock and Stone, PLC - Antrim Office",Springfield,Antrim,MI,Multi-specialty,2013,18,(836)-791-7133,firm357.com,Michigan State Bar - dir.michbar.org
MI735547,Partners,Springfield,Antrim,MI,Civil,1988,29,(515)-752-3207,legal615.com,Michigan State Bar - dir.michbar.org
MI971245,Plunkett Cooney - Antrim Office,Springfield,Antrim,MI,Corporate,1981,25,(694)-649-8784,law409.com,Michigan State Bar - dir.michbar.org
MI678630,Rodriguez & Associates,Springfield,Antrim,MI,General,1987,3,(955)-841-8147,legal701.com,Michigan State Bar - dir.michbar.org
MI971295,Sinas Dramis Busema - Antrim Office,Springfield,Antrim,MI,Civil,2009,2,(358)-716-3105,law786.com,Michigan State Bar - dir.michbar.org
MI293700,Smith & Associates,Springfield,Antrim,MI,General,1993,35,(450)-320-9024,legal391.com,Michigan State Bar - dir.michbar.org
MI878496,Bodman - Arenac Office,Springfield,Arenac,MI,Family,1955,22,(797)-344-3877,firm915.com,Michigan State Bar - dir.michbar.org
MI877900,Breen Tomlinson Fromm - Arenac Office,Springfield,Arenac,MI,Corporate,1951,27,(734)-408-9352,firm403.com,Michigan State Bar - dir.michbar.org
MI142248,Clark Hill - Arenac Office,Springfield,Arenac,MI,Litigation,1957,10,(680)-993-3869,firm209.com,Michigan State Bar - dir.michbar.org
MI598234,Davis & Associates,Springfield,Arenac,MI,Real Estate,1963,3,(583)-761-6962,legal599.com,Michigan State Bar - dir.michbar.org
MI438632,Dickinson Wright - Arenac Office,Springfield,Arenac,MI,Litigation,1997,35,(299)-597-4476,firm897.com,Michigan State Bar - dir.michbar.org
MI346079,Garcia & Associates,Springfield,Arenac,MI,Family,1958,28,(413)-443-7996,legal253.com,Michigan State Bar - dir.michbar.org
MI335607,Honigman - Arenac Office,Springfield,Arenac,MI,Civil,1982,34,(885)-847-1788,firm258.com,Michigan State Bar - dir.michbar.org
MI750521,Johnson & Associates,Springfield,Arenac,MI,Family,1954,40,(508)-961-1049,legal841.com,Michigan State Bar - dir.michbar.org
MI567772,Jones & Associates,Springfield,Arenac,MI,Family,2018,45,(709)-783-5267,law352.com,Michigan State Bar - dir.michbar.org
MI118615,Law Firm,Springfield,Arenac,MI,Family,1966,27,(572)-348-7810,firm663.com,Michigan State Bar - dir.michbar.org
MI725301,Legal Group,Springfield,Arenac,MI,Real Estate,2007,19,(526)-937-2369,law349.com,Michigan State Bar - dir.michbar.org
MI702303,Miller & Associates,Springfield,Arenac,MI,Multi-specialty,2016,18,(760)-599-6857,legal121.com,Michigan State Bar - dir.michbar.org
MI692501,Sinas Dramis Busema - Arenac Office,Springfield,Arenac,MI,Civil,1961,13,(797)-595-3660,law901.com,Michigan State Bar - dir.michbar.org
MI547447,Smith & Associates,Springfield,Arenac,MI,Multi-specialty,2010,15,(560)-228-8145,law432.com,Michigan State Bar - dir.michbar.org
MI183768,Warner Norcross & Judd - Arenac Office,Springfield,Arenac,MI,General,1961,5,(270)-745-2406,firm461.com,Michigan State Bar - dir.michbar.org
MI632223,Williams & Associates,Springfield,Arenac,MI,Real Estate,1954,24,(594)-273-8901,legal502.com,Michigan State Bar - dir.michbar.org
MI241704,Associates,Springfield,Baraga,MI,Civil,1981,10,(731)-326-6352,firm896.com,Michigan State Bar - dir.michbar.org
MI152255,Braun Kendrick Finkbeiner - Baraga Office,Springfield,Baraga,MI,Civil,1985,28,(895)-476-9843,law250.com,Michigan State Bar - dir.michbar.org
MI369579,Breen Tomlinson Fromm - Baraga Office,Springfield,Baraga,MI,Corporate,1955,21,(959)-978-5542,firm190.com,Michigan State Bar - dir.michbar.org
MI286899,Brown & Associates,Springfield,Baraga,MI,Corporate,2018,11,(330)-923-5101,legal538.com,Michigan State Bar - dir.michbar.org
MI447589,Davis & Associates,Springfield,Baraga,MI,Litigation,2002,22,(610)-524-6130,firm20.com,Michigan State Bar - dir.michbar.org
MI299970,Dickinson Wright - Baraga Office,Springfield,Baraga,MI,Multi-specialty,2009,47,(791)-257-4341,legal788.com,Michigan State Bar - dir.michbar.org
MI285809,Garcia & Associates,Springfield,Baraga,MI,Real Estate,1985,16,(317)-270-8335,legal380.com,Michigan State Bar - dir.michbar.org
MI613445,Honigman - Baraga Office,Springfield,Baraga,MI,Civil,2015,15,(430)-729-1486,law280.com,Michigan State Bar - dir.michbar.org
MI777164,Johnson & Associates,Springfield,Baraga,MI,Multi-specialty,2020,28,(766)-247-6286,legal214.com,Michigan State Bar - dir.michbar.org
MI662695,Jones & Associates,Springfield,Baraga,MI,Real Estate,1992,38,(783)-873-3275,firm181.com,Michigan State Bar - dir.michbar.org
MI347977,Latham & Watkins - Baraga Office,Springfield,Baraga,MI,Real Estate,1974,20,(527)-255-4378,firm734.com,Michigan State Bar - dir.michbar.org
MI711936,Law Firm,Springfield,Baraga,MI,Real Estate,2016,25,(517)-241-9848,legal295.com,Michigan State Bar - dir.michbar.org
MI974874,Miller & Associates,Springfield,Baraga,MI,Civil,1963,39,(265)-345-2981,firm649.com,Michigan State Bar - dir.michbar.org
MI732566,Partners,Springfield,Baraga,MI,Family,1988,8,(466)-694-7472,legal844.com,Michigan State Bar - dir.michbar.org
MI717652,Plunkett Cooney - Baraga Office,Springfield,Baraga,MI,Litigation,1988,30,(353)-631-1765,legal184.com,Michigan State Bar - dir.michbar.org
MI974624,Williams & Associates,Springfield,Baraga,MI,Corporate,1983,22,(682)-727-2459,legal164.com,Michigan State Bar - dir.michbar.org
MI494417,Associates,Springfield,Barry,MI,Civil,1983,49,(820)-263-9706,legal421.com,Michigan State Bar - dir.michbar.org
MI667870,Bodman - Barry Office,Springfield,Barry,MI,Litigation,1968,46,(589)-422-6880,law221.com,Michigan State Bar - dir.michbar.org
MI864661,Brown & Associates,Springfield,Barry,MI,Corporate,1967,37,(517)-466-6469,legal192.com,Michigan State Bar - dir.michbar.org
MI281006,Dickinson Wright - Barry Office,Springfield,Barry,MI,Civil,1956,13,(507)-222-3759,law697.com,Michigan State Bar - dir.michbar.org
MI449468,Dzurus PC - Barry Office,Springfield,Barry,MI,Litigation,2017,40,(807)-694-9724,law266.com,Michigan State Bar - dir.michbar.org
MI528463,Fraser Trebilcock - Barry Office,Springfield,Barry,MI,Family,1991,43,(216)-789-2988,law604.com,Michigan State Bar - dir.michbar.org
MI299600,Garcia & Associates,Springfield,Barry,MI,Civil,1983,14,(409)-680-7294,law851.com,Michigan State Bar - dir.michbar.org
MI360441,Honigman - Barry Office,Springfield,Barry,MI,Corporate,1989,13,(456)-534-5933,law459.com,Michigan State Bar - dir.michbar.org
MI528385,Johnson & Associates,Springfield,Barry,MI,General,1987,28,(493)-947-1704,legal226.com,Michigan State Bar - dir.michbar.org
MI807458,Jones & Associates,Springfield,Barry,MI,Litigation,2012,26,(546)-377-5008,law614.com,Michigan State Bar - dir.michbar.org
MI489181,Law Firm,Springfield,Barry,MI,Multi-specialty,1999,17,(254)-711-5386,firm756.com,Michigan State Bar - dir.michbar.org
MI267600,Legal Group,Springfield,Barry,MI,General,2001,34,(544)-355-2747,firm164.com,Michigan State Bar - dir.michbar.org
MI151686,Miller & Associates,Springfield,Barry,MI,Civil,2007,14,(461)-494-6875,legal699.com,Michigan State Bar - dir.michbar.org
MI364347,"Miller, Canfield, Paddock and Stone, PLC - Barry Office",Springfield,Barry,MI,Litigation,1984,24,(297)-369-4707,law443.com,Michigan State Bar - dir.michbar.org
MI561005,Plunkett Cooney - Barry Office,Springfield,Barry,MI,Litigation,1997,18,(543)-440-1123,law281.com,Michigan State Bar - dir.michbar.org
MI809447,Sinas Dramis Busema - Barry Office,Springfield,Barry,MI,Family,2004,32,(234)-322-5360,law86.com,Michigan State Bar - dir.michbar.org
MI992602,Smith & Associates,Springfield,Barry,MI,Multi-specialty,2008,15,(913)-823-5815,firm157.com,Michigan State Bar - dir.michbar.org
MI884033,Williams & Associates,Springfield,Barry,MI,Corporate,1964,26,(872)-325-2651,legal84.com,Michigan State Bar - dir.michbar.org
MI951595,Associates,Springfield,Bay,MI,General,2018,20,(399)-462-6500,law592.com,Michigan State Bar - dir.michbar.org
MI783401,Brown & Associates,Springfield,Bay,MI,Real Estate,1969,20,(753)-758-2383,law325.com,Michigan State Bar - dir.michbar.org
MI611956,Davis & Associates,Springfield,Bay,MI,Real Estate,2014,28,(251)-927-1395,law205.com,Michigan State Bar - dir.michbar.org
MI417570,Dykema - Bay Office,Springfield,Bay,MI,Litigation,1985,6,(322)-246-6276,law520.com,Michigan State Bar - dir.michbar.org
MI336050,Garan Lucow Miller - Bay Office,Springfield,Bay,MI,Litigation,1979,24,(842)-472-1688,firm860.com,Michigan State Bar - dir.michbar.org
MI384296,Jones & Associates,Springfield,Bay,MI,Litigation,1991,6,(872)-827-5718,law751.com,Michigan State Bar - dir.michbar.org
MI608928,Law Firm,Springfield,Bay,MI,Civil,1981,45,(223)-694-1856,firm53.com,Michigan State Bar - dir.michbar.org
MI819336,Legal Group,Springfield,Bay,MI,General,1958,35,(305)-304-4988,law424.com,Michigan State Bar - dir.michbar.org
MI516882,Miller & Associates,Springfield,Bay,MI,Litigation,1963,15,(458)-994-3056,legal55.com,Michigan State Bar - dir.michbar.org
MI246235,"Miller, Canfield, Paddock and Stone, PLC - Bay Office",Springfield,Bay,MI,Civil,1989,49,(415)-655-6984,firm837.com,Michigan State Bar - dir.michbar.org
MI812740,Partners,Springfield,Bay,MI,Civil,1982,4,(643)-575-1694,legal697.com,Michigan State Bar - dir.michbar.org
MI907674,Rodriguez & Associates,Springfield,Bay,MI,Family,2007,46,(678)-663-3054,legal252.com,Michigan State Bar - dir.michbar.org
MI818793,Sinas Dramis Busema - Bay Office,Springfield,Bay,MI,Civil,1960,12,(790)-212-6489,firm325.com,Michigan State Bar - dir.michbar.org
MI772089,Smith & Associates,Springfield,Bay,MI,General,1968,13,(346)-916-4211,firm415.com,Michigan State Bar - dir.michbar.org
MI388421,Warner Norcross & Judd - Bay Office,Springfield,Bay,MI,Litigation,1969,34,(779)-968-9946,law920.com,Michigan State Bar - dir.michbar.org
MI809153,Associates,Springfield,Benzie,MI,Corporate,1967,2,(709)-845-6450,legal984.com,Michigan State Bar - dir.michbar.org
MI277203,Braun Kendrick Finkbeiner - Benzie Office,Springfield,Benzie,MI,General,1954,29,(512)-651-9969,legal802.com,Michigan State Bar - dir.michbar.org
MI534801,Breen Tomlinson Fromm - Benzie Office,Springfield,Benzie,MI,Litigation,1974,11,(528)-507-7697,legal780.com,Michigan State Bar - dir.michbar.org
MI996970,Counsel,Springfield,Benzie,MI,General,1960,31,(291)-997-7393,firm38.com,Michigan State Bar - dir.michbar.org
MI232684,Davis & Associates,Springfield,Benzie,MI,Civil,1974,37,(529)-589-9730,firm57.com,Michigan State Bar - dir.michbar.org
MI223331,Garcia & Associates,Springfield,Benzie,MI,Corporate,1960,18,(455)-755-6545,firm743.com,Michigan State Bar - dir.michbar.org
MI446206,Law Firm,Springfield,Benzie,MI,Family,1955,19,(211)-821-6562,legal375.com,Michigan State Bar - dir.michbar.org
MI631339,Legal Group,Springfield,Benzie,MI,General,2017,1,(890)-574-6763,firm339.com,Michigan State Bar - dir.michbar.org
MI491301,Partners,Springfield,Benzie,MI,Real Estate,1990,22,(506)-380-6499,legal462.com,Michigan State Bar - dir.michbar.org
MI374931,Sinas Dramis Busema - Benzie Office,Springfield,Benzie,MI,Family,1999,35,(386)-441-8727,firm761.com,Michigan State Bar - dir.michbar.org
MI854729,Smith & Associates,Springfield,Benzie,MI,Litigation,1958,24,(699)-793-9316,law331.com,Michigan State Bar - dir.michbar.org
MI350544,Associates,Springfield,Berrien,MI,Multi-specialty,1997,41,(299)-764-4361,law875.com,Michigan State Bar - dir.michbar.org
MI934241,Braun Kendrick Finkbeiner - Berrien Office,Springfield,Berrien,MI,Real Estate,2009,34,(697)-311-8408,legal339.com,Michigan State Bar - dir.michbar.org
MI802274,Brown & Associates,Springfield,Berrien,MI,Multi-specialty,2011,17,(308)-353-8793,firm73.com,Michigan State Bar - dir.michbar.org
MI857579,Butzel Long - Berrien Office,Springfield,Berrien,MI,Real Estate,1951,41,(733)-529-7863,legal377.com,Michigan State Bar - dir.michbar.org
MI444603,Davis & Associates,Springfield,Berrien,MI,General,1972,22,(911)-419-6840,legal753.com,Michigan State Bar - dir.michbar.org
MI261244,Dzurus PC - Berrien Office,Springfield,Berrien,MI,Civil,2010,10,(544)-283-9966,legal996.com,Michigan State Bar - dir.michbar.org
MI718015,Garcia & Associates,Springfield,Berrien,MI,Family,1965,29,(805)-914-8743,firm532.com,Michigan State Bar - dir.michbar.org
MI662593,Honigman - Berrien Office,Springfield,Berrien,MI,Family,1994,9,(855)-466-1347,law817.com,Michigan State Bar - dir.michbar.org
MI761264,Johnson & Associates,Springfield,Berrien,MI,Family,2011,11,(555)-731-5525,law917.com,Michigan State Bar - dir.michbar.org
MI127579,Jones & Associates,Springfield,Berrien,MI,Corporate,2008,45,(835)-734-1299,legal947.com,Michigan State Bar - dir.michbar.org
MI336725,Law Firm,Springfield,Berrien,MI,Civil,1964,25,(812)-675-3631,firm612.com,Michigan State Bar - dir.michbar.org
MI218573,Legal Group,Springfield,Berrien,MI,Civil,1951,46,(590)-522-4678,firm793.com,Michigan State Bar - dir.michbar.org
MI519958,Miller & Associates,Springfield,Berrien,MI,Family,1980,8,(243)-239-2641,firm443.com,Michigan State Bar - dir.michbar.org
MI927035,Partners,Springfield,Berrien,MI,Real Estate,2000,39,(637)-704-1779,legal201.com,Michigan State Bar - dir.michbar.org
MI146093,Rodriguez & Associates,Springfield,Berrien,MI,Litigation,1988,23,(773)-710-2458,firm244.com,Michigan State Bar - dir.michbar.org
MI825765,Warner Norcross & Judd - Berrien Office,Springfield,Berrien,MI,Real Estate,1950,42,(740)-369-9666,firm939.com,Michigan State Bar - dir.michbar.org
MI309296,Associates,Springfield,Branch,MI,Real Estate,1969,31,(444)-794-8668,firm567.com,Michigan State Bar - dir.michbar.org
MI289471,Bodman - Branch Office,Springfield,Branch,MI,Real Estate,1979,27,(495)-243-4419,firm942.com,Michigan State Bar - dir.michbar.org
MI106381,Butzel Long - Branch Office,Springfield,Branch,MI,Multi-specialty,1965,49,(458)-675-6806,law948.com,Michigan State Bar - dir.michbar.org
MI998092,Clark Hill - Branch Office,Springfield,Branch,MI,Civil,1965,13,(546)-731-9712,legal755.com,Michigan State Bar - dir.michbar.org
MI769093,Davis & Associates,Springfield,Branch,MI,Litigation,1963,28,(306)-451-6238,law37.com,Michigan State Bar - dir.michbar.org
MI161981,Dickinson Wright - Branch Office,Springfield,Branch,MI,Civil,2000,2,(588)-398-2311,legal149.com,Michigan State Bar - dir.michbar.org
MI465091,Garcia & Associates,Springfield,Branch,MI,General,1973,33,(318)-378-8866,legal129.com,Michigan State Bar - dir.michbar.org
MI385624,Johnson & Associates,Springfield,Branch,MI,General,1970,34,(540)-360-1861,firm968.com,Michigan State Bar - dir.michbar.org
MI823304,Law Firm,Springfield,Branch,MI,Real Estate,1964,11,(252)-536-9744,law449.com,Michigan State Bar - dir.michbar.org
MI640797,Legal Group,Springfield,Branch,MI,General,1991,37,(506)-992-8653,legal600.com,Michigan State Bar - dir.michbar.org
MI188849,Miller & Associates,Springfield,Branch,MI,Corporate,2003,28,(359)-615-2074,firm518.com,Michigan State Bar - dir.michbar.org
MI370590,Partners,Springfield,Branch,MI,Litigation,1992,19,(315)-819-3416,legal887.com,Michigan State Bar - dir.michbar.org
MI854935,Rodriguez & Associates,Springfield,Branch,MI,Real Estate,1984,46,(356)-509-9733,firm261.com,Michigan State Bar - dir.michbar.org
MI406981,Williams & Associates,Springfield,Branch,MI,Family,1953,9,(980)-651-8132,firm353.com,Michigan State Bar - dir.michbar.org
MI388624,Associates,Springfield,Calhoun,MI,General,1961,9,(387)-967-6931,legal314.com,Michigan State Bar - dir.michbar.org
MI849866,Bodman - Calhoun Office,Springfield,Calhoun,MI,General,2019,31,(204)-739-4951,law648.com,Michigan State Bar - dir.michbar.org
MI246399,Braun Kendrick Finkbeiner - Calhoun Office,Springfield,Calhoun,MI,General,1973,43,(284)-992-6034,firm522.com,Michigan State Bar - dir.michbar.org
MI633054,Breen Tomlinson Fromm - Calhoun Office,Springfield,Calhoun,MI,General,2011,34,(730)-954-2987,firm887.com,Michigan State Bar - dir.michbar.org
MI395752,Brown & Associates,Springfield,Calhoun,MI,Multi-specialty,1985,8,(668)-921-8755,law192.com,Michigan State Bar - dir.michbar.org
MI768252,Davis & Associates,Springfield,Calhoun,MI,General,2014,46,(636)-299-4960,legal142.com,Michigan State Bar - dir.michbar.org
MI149421,Fraser Trebilcock - Calhoun Office,Springfield,Calhoun,MI,Family,1978,21,(601)-697-7042,law539.com,Michigan State Bar - dir.michbar.org
MI175709,Honigman - Calhoun Office,Springfield,Calhoun,MI,Corporate,2002,28,(302)-875-5152,firm659.com,Michigan State Bar - dir.michbar.org
MI372547,Johnson & Associates,Springfield,Calhoun,MI,General,1991,46,(985)-686-4227,law863.com,Michigan State Bar - dir.michbar.org
MI202229,Kitch Drutchas Wagner - Calhoun Office,Springfield,Calhoun,MI,Family,1962,34,(741)-446-8218,legal901.com,Michigan State Bar - dir.michbar.org
MI266398,Legal Group,Springfield,Calhoun,MI,Multi-specialty,1981,23,(694)-575-4163,firm828.com,Michigan State Bar - dir.michbar.org
MI241723,Miller & Associates,Springfield,Calhoun,MI,Multi-specialty,1991,7,(938)-425-7093,law725.com,Michigan State Bar - dir.michbar.org
MI995846,Miller Johnson - Calhoun Office,Springfield,Calhoun,MI,General,1954,22,(818)-615-9532,firm494.com,Michigan State Bar - dir.michbar.org
MI613864,Partners,Springfield,Calhoun,MI,General,1997,16,(759)-377-2874,legal169.com,Michigan State Bar - dir.michbar.org
MI905796,Sinas Dramis Busema - Calhoun Office,Springfield,Calhoun,MI,Civil,2002,17,(393)-620-7407,firm127.com,Michigan State Bar - dir.michbar.org
