firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,avvo_rating,google_rating,firm_type,status
NC-000010,Parker Services,Alexander (County),Alexander,NC,Criminal Law; Administrative Law; Consumer Protection,1978,205,(980) 304-4286,https://parkerserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,4.4,Very Large (200+),ACTIVE
NC-000011,"Taylor, Harris, Evans & Associates",Alexander (County),Alexander,NC,Debt Collection; Employment Law; Bankruptcy; Estate Taxes; Construction Law,2010,10,(910) 967-3146,https://taylorharrisevansandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.8,4.4,Small Firm (2-10),ACTIVE
NC-000012,Rogers Legal Services,Alexander (County),Alexander,NC,Criminal Law; Construction Law; Estate Planning; Real Estate; Divorce,1983,1,(252) 524-9759,https://rogerslegalserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,8.8,3.8,Solo Practice,ACTIVE
NC-000013,Perez Law Firm,Alexander (County),Alexander,NC,Criminal Defense; Workers Compensation; HR Compliance; Appeals; Estate Planning,1969,4,(919) 899-8400,https://perezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.0,3.9,Small Firm (2-10),ACTIVE
NC-000014,Scott & Davis,Alexander (County),Alexander,NC,Alternative Dispute Resolution; Landlord/Tenant; Divorce; Patent Law; Property Law,1994,7,(828) 493-4382,https://scottanddavislaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,3.6,Small Firm (2-10),ACTIVE
NC-000015,Parker Partners,Alexander (County),Alexander,NC,Divorce; Contract Law; Wills & Trusts; Alternative Dispute Resolution,2002,1,(336) 293-3165,https://parkerpartnerslaw.com,North Carolina State Bar + Public Registry + Avvo,7.3,4.0,Solo Practice,ACTIVE
NC-000016,Phillips Office,Alleghany (County),Alleghany,NC,Wills & Trusts; HR Compliance; Medical Malpractice; Construction Law; Divorce,1962,7,(910) 816-9765,https://phillipsofficelaw.com,North Carolina State Bar + Public Registry + Avvo,8.9,4.9,Small Firm (2-10),ACTIVE
NC-000017,"Rodriguez, Sanchez, Clark & Associates",Alleghany (County),Alleghany,NC,Probate; Divorce; Debt Collection; Property Law,2015,33,(919) 574-1805,https://rodriguezsanchezclarkandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,4.5,Mid-Size (11-50),ACTIVE
NC-000018,"Morgan, Garcia & Associates",Alleghany (County),Alleghany,NC,Estate Taxes; DUI/DWI; Family Law; Intellectual Property,1976,2,(910) 865-5722,https://morgangarciaandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.5,4.3,Small Firm (2-10),ACTIVE
NC-000019,Miller Attorneys,Alleghany (County),Alleghany,NC,Patent Law; Intellectual Property; Alternative Dispute Resolution; Family Law; Bankruptcy,1983,46,(980) 272-7437,https://millerattorneyslaw.com,North Carolina State Bar + Public Registry + Avvo,9.4,3.6,Mid-Size (11-50),ACTIVE
NC-000020,Reeves Attorneys at Law,Alleghany (County),Alleghany,NC,HR Compliance; Environmental Law,1992,1,(919) 291-7166,https://reevesattorneysatlawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.0,4.8,Solo Practice,ACTIVE
NC-000021,Bell Law Firm,Alleghany (County),Alleghany,NC,Construction Law; Environmental Law; Employment Law,1965,1,(910) 539-4831,https://belllawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,4.9,Solo Practice,ACTIVE
NC-000022,Stewart LLC,Alleghany (County),Alleghany,NC,Civil Litigation; Personal Injury,1998,1,(828) 425-6896,https://stewartllclaw.com,North Carolina State Bar + Public Registry + Avvo,8.2,4.9,Solo Practice,ACTIVE
NC-000023,Perez Law Firm,Alleghany (County),Alleghany,NC,Contract Law; Personal Injury; Corporate Law; Mediation,2012,8,(252) 642-5006,https://perezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,9.5,4.0,Small Firm (2-10),ACTIVE
NC-000024,Hernandez Attorneys at Law,Anson (County),Anson,NC,Family Law; Immigration Law; Workers Compensation; Wills & Trusts; Civil Litigation,2015,35,(336) 777-7448,https://hernandezattorneysatlawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,4.5,Mid-Size (11-50),ACTIVE
NC-000025,Clark & Associates,Anson (County),Anson,NC,DUI/DWI; Administrative Law; Estate Planning; Construction Law,2013,278,(336) 589-5280,https://clarkandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.2,4.1,Very Large (200+),ACTIVE
NC-000026,Rodriguez Partners,Anson (County),Anson,NC,Custody; Workers Compensation,2002,3,(984) 902-9136,https://rodriguezpartnerslaw.com,North Carolina State Bar + Public Registry + Avvo,9.3,4.9,Small Firm (2-10),ACTIVE
NC-000027,Thompson and King,Anson (County),Anson,NC,Environmental Law; Employment Law; Immigration Law,1978,147,(980) 470-8544,https://thompsonandkinglaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,4.7,Large (50-200),ACTIVE
NC-000028,Perez Services,Anson (County),Anson,NC,Probate; Landlord/Tenant; DUI/DWI; Immigration Law,1984,1,(910) 362-4906,https://perezserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,10.0,4.5,Solo Practice,ACTIVE
NC-000029,"Miller, Lee & Associates",Anson (County),Anson,NC,Criminal Law; Real Estate; Custody,1995,1,(919) 943-4332,https://millerleeandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.4,4.6,Solo Practice,ACTIVE
NC-000030,Evans Law Firm,Anson (County),Anson,NC,Criminal Law; Intellectual Property; DUI/DWI; Family Law,2007,9,(910) 706-3758,https://evanslawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.4,4.7,Small Firm (2-10),ACTIVE
NC-000031,"Young, Davis & Associates",Anson (County),Anson,NC,Environmental Law; Corporate Law; Estate Taxes; Alternative Dispute Resolution; Contract Law,1995,8,(919) 564-6133,https://youngdavisandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.3,4.3,Small Firm (2-10),ACTIVE
NC-000032,Taylor PLLC,Ashe (County),Ashe,NC,Alternative Dispute Resolution; Patent Law; Landlord/Tenant,2015,2,(252) 457-2673,https://taylorpllclaw.com,North Carolina State Bar + Public Registry + Avvo,10.0,3.9,Small Firm (2-10),ACTIVE
NC-000033,Peterson Attorneys at Law,Ashe (County),Ashe,NC,Contract Law; Arbitration; Corporate Law; Estate Taxes; Employment Law,2012,4,(828) 329-6751,https://petersonattorneysatlawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.7,4.7,Small Firm (2-10),ACTIVE
NC-000034,Williams PLLC,Ashe (County),Ashe,NC,Medical Malpractice; Consumer Protection,1990,4,(336) 400-4858,https://williamspllclaw.com,North Carolina State Bar + Public Registry + Avvo,10.0,4.8,Small Firm (2-10),ACTIVE
NC-000035,"Edwards, Brown, Wright & Associates",Ashe (County),Ashe,NC,Immigration Law; Appeals; Probate,1967,36,(919) 272-4029,https://edwardsbrownwrightandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.9,4.8,Mid-Size (11-50),ACTIVE
NC-000036,Garcia Services,Ashe (County),Ashe,NC,Appeals; Real Estate,1997,12,(980) 410-4886,https://garciaserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,8.2,3.9,Mid-Size (11-50),ACTIVE
NC-000037,Bell Attorneys at Law,Ashe (County),Ashe,NC,Intellectual Property; Medical Malpractice; Tax Law,1962,171,(910) 837-6037,https://bellattorneysatlawlaw.com,North Carolina State Bar + Public Registry + Avvo,9.7,4.9,Large (50-200),ACTIVE
NC-000038,Morgan Law Firm,Ashe (County),Ashe,NC,Employment Law; Custody; Patent Law; Criminal Defense; Environmental Law,2011,4,(984) 441-6861,https://morganlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,9.7,4.6,Small Firm (2-10),ACTIVE
NC-000039,"Young, Scott & Associates",Ashe (County),Ashe,NC,Contract Law; Property Law; Consumer Protection,1968,137,(704) 532-4895,https://youngscottandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.4,4.4,Large (50-200),ACTIVE
NC-000040,"Ramirez, Morgan & Associates",Avery (County),Avery,NC,Appeals; Intellectual Property; Debt Collection; Employment Law,1986,1,(252) 772-5953,https://ramirezmorganandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,4.2,Solo Practice,ACTIVE
NC-000041,Scott Law Group,Avery (County),Avery,NC,HR Compliance; Arbitration; Debt Collection; Employment Law,1984,136,(919) 429-6815,https://scottlawgrouplaw.com,North Carolina State Bar + Public Registry + Avvo,7.7,3.8,Large (50-200),ACTIVE
NC-000042,Garcia & Thompson,Avery (County),Avery,NC,Alternative Dispute Resolution; Consumer Protection; Appeals,1966,1,(984) 268-3287,https://garciaandthompsonlaw.com,North Carolina State Bar + Public Registry + Avvo,9.8,4.8,Solo Practice,ACTIVE
NC-000043,Campbell Law,Avery (County),Avery,NC,Corporate Law; Criminal Defense; Debt Collection,2005,1,(980) 411-6240,https://campbelllawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,5.0,Solo Practice,ACTIVE
NC-000044,Young Law,Avery (County),Avery,NC,Custody; Contract Law; Debt Collection; Probate,1971,217,(336) 650-9159,https://younglawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,3.8,Very Large (200+),ACTIVE
NC-000045,Lee Law Firm,Avery (County),Avery,NC,Debt Collection; Arbitration,1993,20,(252) 995-5721,https://leelawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.9,4.4,Mid-Size (11-50),ACTIVE
NC-000046,Cooper Attorneys at Law,Avery (County),Avery,NC,Administrative Law; Employment Law; Bankruptcy,2005,6,(336) 457-6208,https://cooperattorneysatlawlaw.com,North Carolina State Bar + Public Registry + Avvo,8.5,4.4,Small Firm (2-10),ACTIVE
NC-000047,Peterson LLC,Avery (County),Avery,NC,Immigration Law; Construction Law; Estate Taxes,1966,21,(828) 623-5556,https://petersonllclaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,4.6,Mid-Size (11-50),ACTIVE
NC-000048,Robinson LLC,Beaufort (County),Beaufort,NC,Real Estate; Family Law,2006,1,(910) 774-8390,https://robinsonllclaw.com,North Carolina State Bar + Public Registry + Avvo,7.8,3.7,Solo Practice,ACTIVE
NC-000049,Johnson Law,Beaufort (County),Beaufort,NC,Consumer Protection; Divorce; Personal Injury; Real Estate,2011,4,(252) 570-4964,https://johnsonlawlaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,3.6,Small Firm (2-10),ACTIVE
NC-000050,Smith Services,Beaufort (County),Beaufort,NC,Tax Law; DUI/DWI; Immigration Law; Business Law,2010,138,(910) 810-6151,https://smithserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,3.8,Large (50-200),ACTIVE
NC-000051,Parker Law Firm,Beaufort (County),Beaufort,NC,DUI/DWI; Real Estate,2015,1,(704) 840-5208,https://parkerlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.8,4.4,Solo Practice,ACTIVE
NC-000052,Torres PLLC,Beaufort (County),Beaufort,NC,Consumer Protection; Landlord/Tenant; Probate,1967,10,(252) 333-2792,https://torrespllclaw.com,North Carolina State Bar + Public Registry + Avvo,9.5,3.6,Small Firm (2-10),ACTIVE
NC-000053,"Brown, Moore, Sanchez & Associates",Beaufort (County),Beaufort,NC,Mediation; Arbitration; DUI/DWI,1968,193,(336) 691-1250,https://brownmooresanchezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.0,5.0,Large (50-200),ACTIVE
NC-000054,Smith & Associates,Beaufort (County),Beaufort,NC,Consumer Protection; Criminal Law; Mediation; DUI/DWI; Construction Law,2002,139,(910) 646-6687,https://smithandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.2,4.7,Large (50-200),ACTIVE
NC-000055,"Stewart, Ramirez & Associates",Beaufort (County),Beaufort,NC,Family Law; DUI/DWI; Immigration Law; Contract Law; Estate Taxes,1990,33,(919) 675-1362,https://stewartramirezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.3,4.4,Mid-Size (11-50),ACTIVE
NC-000056,Martinez Law Firm,Bertie (County),Bertie,NC,Employment Law; HR Compliance,1965,1,(984) 933-2085,https://martinezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.0,4.5,Solo Practice,ACTIVE
NC-000057,Miller Group,Bertie (County),Bertie,NC,DUI/DWI; Patent Law,1962,1,(828) 328-1731,https://millergrouplaw.com,North Carolina State Bar + Public Registry + Avvo,9.8,4.6,Solo Practice,ACTIVE
NC-000058,Wilson & Associates,Bertie (County),Bertie,NC,Corporate Law; Property Law; Environmental Law,1982,1,(704) 561-7897,https://wilsonandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.9,4.2,Solo Practice,ACTIVE
NC-000059,Hernandez Partners,Bertie (County),Bertie,NC,Wills & Trusts; Criminal Defense,2011,1,(984) 407-1626,https://hernandezpartnerslaw.com,North Carolina State Bar + Public Registry + Avvo,7.3,4.5,Solo Practice,ACTIVE
NC-000060,Gonzalez Legal Services,Bertie (County),Bertie,NC,Landlord/Tenant; Workers Compensation; Criminal Law; Debt Collection; Intellectual Property,1973,5,(336) 808-2064,https://gonzalezlegalserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,9.1,3.5,Small Firm (2-10),ACTIVE
NC-000061,Morgan Law,Bertie (County),Bertie,NC,Employment Law; Tax Law; Workers Compensation; Estate Planning,2015,6,(252) 562-4316,https://morganlawlaw.com,North Carolina State Bar + Public Registry + Avvo,8.9,4.3,Small Firm (2-10),ACTIVE
NC-000062,Johnson Law Firm,Bertie (County),Bertie,NC,Intellectual Property; Bankruptcy,2001,47,(919) 578-6690,https://johnsonlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.5,3.9,Mid-Size (11-50),ACTIVE
NC-000063,Davis Partners,Bertie (County),Bertie,NC,Tax Law; Landlord/Tenant; Debt Collection,2014,1,(910) 263-2413,https://davispartnerslaw.com,North Carolina State Bar + Public Registry + Avvo,7.4,4.8,Solo Practice,ACTIVE
NC-000064,Rodriguez Legal Services,Bladen (County),Bladen,NC,Probate; Appeals; Landlord/Tenant; Divorce,1971,46,(910) 616-7525,https://rodriguezlegalserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,8.3,4.4,Mid-Size (11-50),ACTIVE
NC-000065,"Edwards, Moore & Associates",Bladen (County),Bladen,NC,Real Estate; Divorce; Construction Law; Patent Law; Workers Compensation,1962,4,(252) 266-8071,https://edwardsmooreandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.1,3.9,Small Firm (2-10),ACTIVE
NC-000066,Reeves Law Firm,Bladen (County),Bladen,NC,Criminal Law; Employment Law; Bankruptcy; Workers Compensation,1989,24,(984) 594-2740,https://reeveslawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.7,4.2,Mid-Size (11-50),ACTIVE
NC-000067,Reeves and Anderson,Bladen (County),Bladen,NC,DUI/DWI; Patent Law; Wills & Trusts,1995,1,(980) 593-1776,https://reevesandandersonlaw.com,North Carolina State Bar + Public Registry + Avvo,9.7,4.5,Solo Practice,ACTIVE
NC-000068,"Scott, Torres, Martinez & Associates",Bladen (County),Bladen,NC,Consumer Protection; Bankruptcy; Appeals; Contract Law,1979,1,(252) 688-7868,https://scotttorresmartinezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.1,4.9,Solo Practice,ACTIVE
NC-000069,Reeves and Allen,Bladen (County),Bladen,NC,Criminal Law; Administrative Law; Estate Taxes; Estate Planning,1993,1,(704) 503-9658,https://reevesandallenlaw.com,North Carolina State Bar + Public Registry + Avvo,9.7,3.6,Solo Practice,ACTIVE
NC-000070,"Torres, Martinez & Associates",Bladen (County),Bladen,NC,Bankruptcy; Construction Law; Probate; Estate Taxes; Mediation,1984,58,(704) 768-3529,https://torresmartinezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.3,4.2,Large (50-200),ACTIVE
NC-000071,Harris Legal,Bladen (County),Bladen,NC,Real Estate; Administrative Law; Civil Litigation; Criminal Law,1979,10,(910) 281-8631,https://harrislegallaw.com,North Carolina State Bar + Public Registry + Avvo,7.7,4.1,Small Firm (2-10),ACTIVE
NC-000072,Lopez Law Firm,Southport,Brunswick,NC,Alternative Dispute Resolution; Mediation; Criminal Law,2007,22,(252) 932-6774,https://lopezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.1,4.7,Mid-Size (11-50),ACTIVE
NC-000073,White Solutions,Leland,Brunswick,NC,Criminal Defense; Medical Malpractice,2011,1,(980) 912-5949,https://whitesolutionslaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,3.5,Solo Practice,ACTIVE
NC-000074,Morris Services,Bolivia,Brunswick,NC,Tax Law; Mediation; Bankruptcy; Debt Collection; Probate,1978,3,(980) 597-4006,https://morrisserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,9.2,4.2,Small Firm (2-10),ACTIVE
NC-000075,Cooper Law Firm,Winnabow,Brunswick,NC,Patent Law; Property Law,1962,61,(828) 490-4287,https://cooperlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.7,3.5,Large (50-200),ACTIVE
NC-000076,"Scott, Clark, Williams & Associates",Southport,Brunswick,NC,Probate; Custody; Consumer Protection,1967,7,(984) 770-9812,https://scottclarkwilliamsandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,3.7,Small Firm (2-10),ACTIVE
NC-000077,"Lee, Rodriguez & Associates",Leland,Brunswick,NC,Employment Law; Appeals; Debt Collection; Alternative Dispute Resolution,1995,2,(910) 874-2790,https://leerodriguezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.9,4.3,Small Firm (2-10),ACTIVE
NC-000078,Hernandez Law,Bolivia,Brunswick,NC,Employment Law; Intellectual Property; HR Compliance,2006,39,(336) 434-3072,https://hernandezlawlaw.com,North Carolina State Bar + Public Registry + Avvo,8.6,4.8,Mid-Size (11-50),ACTIVE
NC-000079,Morris & Morgan,Winnabow,Brunswick,NC,Divorce; Construction Law,2006,42,(910) 966-9126,https://morrisandmorganlaw.com,North Carolina State Bar + Public Registry + Avvo,9.6,4.3,Mid-Size (11-50),ACTIVE
NC-000080,Peterson PLLC,Asheville,Buncombe,NC,Real Estate; Estate Taxes; Criminal Law,1975,38,(252) 855-9123,https://petersonpllclaw.com,North Carolina State Bar + Public Registry + Avvo,8.4,4.4,Mid-Size (11-50),ACTIVE
NC-000081,Lee Law Firm,Arden,Buncombe,NC,Real Estate; Alternative Dispute Resolution; Estate Planning,1978,31,(704) 689-5646,https://leelawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.9,4.5,Mid-Size (11-50),ACTIVE
NC-000082,Lewis Services,Black Mountain,Buncombe,NC,Debt Collection; Real Estate; Business Law,1983,40,(336) 374-3761,https://lewisserviceslaw.com,North Carolina State Bar + Public Registry + Avvo,7.9,4.8,Mid-Size (11-50),ACTIVE
NC-000083,Parker Group,Weaverville,Buncombe,NC,Construction Law; Contract Law; Civil Litigation; Mediation; Estate Planning,1962,8,(704) 715-6279,https://parkergrouplaw.com,North Carolina State Bar + Public Registry + Avvo,7.1,3.5,Small Firm (2-10),ACTIVE
NC-000084,"Reeves, Gonzalez & Associates",Asheville,Buncombe,NC,Workers Compensation; DUI/DWI; Custody,1995,3,(984) 527-7377,https://reevesgonzalezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.0,4.6,Small Firm (2-10),ACTIVE
NC-000085,Evans & Associates,Arden,Buncombe,NC,Bankruptcy; Family Law,1980,148,(910) 284-3522,https://evansandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.4,4.2,Large (50-200),ACTIVE
NC-000086,Perez LLC,Black Mountain,Buncombe,NC,Immigration Law; Environmental Law,1965,5,(252) 930-2837,https://perezllclaw.com,North Carolina State Bar + Public Registry + Avvo,9.9,3.6,Small Firm (2-10),ACTIVE
NC-000087,"Anderson, Garcia, Gonzalez & Associates",Weaverville,Buncombe,NC,Family Law; Debt Collection; Patent Law; Arbitration,1969,1,(910) 227-9625,https://andersongarciagonzalezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,4.1,Solo Practice,ACTIVE
NC-000088,Martinez Law Firm,Burke (County),Burke,NC,Business Law; Tax Law; Property Law; Construction Law; Wills & Trusts,1974,2,(984) 647-9118,https://martinezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,9.2,4.7,Small Firm (2-10),ACTIVE
NC-000089,Garcia Office,Burke (County),Burke,NC,Business Law; Property Law; Real Estate,1974,1,(980) 628-4512,https://garciaofficelaw.com,North Carolina State Bar + Public Registry + Avvo,7.1,3.7,Solo Practice,ACTIVE
NC-000090,"Hernandez, Martinez, Morgan & Associates",Burke (County),Burke,NC,Probate; Business Law,1963,1,(704) 872-3543,https://hernandezmartinezmorganandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,7.9,4.1,Solo Practice,ACTIVE
NC-000091,Wright & Wilson,Burke (County),Burke,NC,Intellectual Property; Estate Taxes; Arbitration; Environmental Law; Real Estate,1989,35,(704) 525-4576,https://wrightandwilsonlaw.com,North Carolina State Bar + Public Registry + Avvo,9.8,4.5,Mid-Size (11-50),ACTIVE
NC-000092,Davis Law Firm,Burke (County),Burke,NC,Divorce; Wills & Trusts; Contract Law; Estate Planning,1974,166,(980) 383-7090,https://davislawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.3,4.6,Large (50-200),ACTIVE
NC-000093,"Rodriguez, Gonzalez, Peterson & Associates",Burke (County),Burke,NC,DUI/DWI; Divorce; Estate Taxes; Appeals; Construction Law,1960,49,(910) 593-5237,https://rodriguezgonzalezpetersonandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.0,4.6,Mid-Size (11-50),ACTIVE
NC-000094,Martin Law Firm,Burke (County),Burke,NC,Probate; Wills & Trusts; Consumer Protection; Real Estate; Criminal Law,1991,8,(919) 228-8269,https://martinlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.6,3.5,Small Firm (2-10),ACTIVE
NC-000095,Sanchez & Associates,Burke (County),Burke,NC,Environmental Law; Business Law; Custody,2008,3,(336) 424-9378,https://sanchezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.1,3.7,Small Firm (2-10),ACTIVE
NC-000096,Bell Counsel,Concord,Cabarrus,NC,Alternative Dispute Resolution; Environmental Law; Consumer Protection; Tax Law,2001,2,(980) 415-5970,https://bellcounsellaw.com,North Carolina State Bar + Public Registry + Avvo,7.1,4.1,Small Firm (2-10),ACTIVE
NC-000097,Jackson Legal,Kannapolis,Cabarrus,NC,Intellectual Property; Patent Law; Business Law; Environmental Law,1973,20,(704) 731-3278,https://jacksonlegallaw.com,North Carolina State Bar + Public Registry + Avvo,8.4,4.2,Mid-Size (11-50),ACTIVE
NC-000098,Ramirez & Associates,China Grove,Cabarrus,NC,DUI/DWI; Criminal Law; Probate; Arbitration; HR Compliance,1996,20,(980) 962-5217,https://ramirezandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.5,3.7,Mid-Size (11-50),ACTIVE
NC-000099,"Collins, White, Scott & Associates",Mt. Pleasant,Cabarrus,NC,Employment Law; Estate Taxes; Immigration Law; Tax Law; Estate Planning,1972,1,(910) 457-1877,https://collinswhitescottandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.2,4.6,Solo Practice,ACTIVE
NC-000100,"Bell, Garcia, Moore & Associates",Concord,Cabarrus,NC,Family Law; Real Estate; Intellectual Property; Estate Planning,1966,9,(828) 662-7286,https://bellgarciamooreandassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,9.1,4.4,Small Firm (2-10),ACTIVE
NC-000101,Walker Law Firm,Kannapolis,Cabarrus,NC,Workers Compensation; Mediation; Divorce,1974,40,(252) 748-8904,https://walkerlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,9.4,3.7,Mid-Size (11-50),ACTIVE
NC-000102,Sanchez Law Firm,China Grove,Cabarrus,NC,Criminal Law; Employment Law,1973,18,(336) 802-1062,https://sanchezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.1,4.3,Mid-Size (11-50),ACTIVE
NC-000103,Martinez Law Firm,Mt. Pleasant,Cabarrus,NC,Probate; Contract Law; Personal Injury,1972,1,(828) 588-8414,https://martinezlawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,8.5,4.4,Solo Practice,ACTIVE
NC-000104,Bell Law Firm,Caldwell (County),Caldwell,NC,Divorce; Estate Planning,1981,10,(704) 964-1628,https://belllawfirmlaw.com,North Carolina State Bar + Public Registry + Avvo,7.5,4.6,Small Firm (2-10),ACTIVE
NC-000105,Bell Associates,Caldwell (County),Caldwell,NC,Workers Compensation; Alternative Dispute Resolution; Contract Law; Personal Injury,2008,1,(252) 681-1408,https://bellassociateslaw.com,North Carolina State Bar + Public Registry + Avvo,8.5,3.6,Solo Practice,ACTIVE
